id,name,address,regionDepth1,regionDepth2,lat,lng,hallType,subTypes_json,mealCost,mealCostMin,mealCostMax,guarantee,guaranteeMin,guaranteeMax,interval,intervalMinutes,venueFee,rentalCostMin,rentalCostMax,phone,website,source_url,source
69,밀알학교 도산홀,서울 강남구 일원동 713,,,37.48567096062595,127.0826979414607,웨딩홀,[],구체적인 정보 부족.,,,구체적인 정보 부족.,,,동시예식,,구체적인 정보 부족.,,,,,https://www.weddic.com/,weddic
70,보람컨벤션,울산 남구 삼산동 1493-5,,,35.547183153006,129.328046122221,컨벤션 웨딩홀,[],"뷔페 기준 주말 런치/디너 47,000원(스테이크 포함 옵션 선택 가능), 돌잔치 50인 기준 4만원 초반대.",47000,47000,"루키아홀 250명, 블리스홀·카리나홀 180명, 플로랄팰리스홀 250명.",180,250,1시간,60,합리적인 가격으로 오픈이벤트 적용 시 가성비 좋다는 후기 다수이나 구체 금액 정보 부족.,,,1551-0079,http://boramwed.com/,https://www.weddic.com/,weddic
71,울산시티컨벤션,울산 중구 남외동 865,,,35.56137735681373,129.3480234076521,컨벤션 웨딩홀,[],"8mber 기준 뷔페 1인 56,000원(음주류 포함).",56000,56000,홀별 보증인원 대인 기준 200명.,200,200,정보없음,,"블로그·카페에서 대관료 견적을 비밀댓글로 공유한다는 언급만 있고, 공개된 구체 수치는 없어 구체적인 정보 부족.",,,052-279-2020,https://uccwedding.com,https://www.weddic.com/,weddic
72,JW컨벤션센터 울산점,울산 북구 진장동 125-17,,,35.57390194674998,129.356240491869,컨벤션 웨딩홀,[],"웨딩홀 전용 식대 단가(뷔페 가격)는 공개 표기 없이, 공식 사이트에 연회(일반 행사) 뷔페 1인 35,000원 테이블 기준만 명시되어 있어 웨딩 식대는 구체적인 정보 부족.",35000,35000,"마제스틱홀 수용 인원 약 200명, 그랜드볼룸 300명 이상 입장 가능 등 수용 규모 정보는 있으나, 계약 시 적용되는 최소 보증인원 숫자는 구체적인 정보 부족.",200,300,정보 준비중,,"블로그·후기에서 대관료 결제 언급은 있으나, 홀·타임별 구체 금액은 공개된 자료가 없어 구체적인 정보 부족.",,,052-289-9851,http://ulsan.jwwedding.kr/,https://www.weddic.com/,weddic
73,W시티컨벤션 하우스가든홀,울산 북구 진장동 726-7,,,35.5614161898141,129.3551293395219,컨벤션 웨딩홀,[],"44,000원~47,000원(뷔페, 음주류 포함, 무료시식 2인 제공 사례).",44000,47000,"150명(하우스가든홀 기준, 120석 규모).",120,150,정보 준비중,,구체적인 정보 부족(성수기/비성수기별 가격 차이 있음).,,,052-977-8080,,https://www.weddic.com/,weddic
74,보테가마지오,서울 성동구 서울숲2길 32-14,,,37.54557281872776,127.0428983595444,복합 웨딩홀,[],"1인 110,000원(프리미엄 뷔페, 토다이 계열, 연출료·부가세·봉사료 포함).",110000,110000,"최소 보증 250~300명(성수기 기준), 최대 수용 약 550명.",300,550,동시예식,,"15,000,000원(생화 꽃장식 포함, 로스타뇨홀 기준).",15000000,,02-3409-0123,http://www.bottegamaggio.co.kr/,https://www.weddic.com/,weddic
75,호텔리베라 웨딩홀,서울 강남구 영동대로 737,,,37.52382702040133,127.0542097744691,호텔 웨딩홀,[],"한식·양식 코스 1인 80,000원~100,000원(부가세·봉사료 포함 금액 기준).",80000,100000,"최소 보증 150명, 최대 수용 440명(베르사유홀 최대 440석, 몽블랑홀 200석, 로즈홀 120석).",120,440,정보 준비중,,"몽블랑홀 2,200,000원~, 베르사유홀 3,300,000원~(스마트웨딩·웨딩북 기준, 생화 꽃장식은 별도 6,000,000원~7,500,000원).",2200000,3300000,,https://blog.naver.com/htlwed,https://www.weddic.com/,weddic
76,더엠컨벤션,울산 울주군 삼남읍 신화리 1603-4,,,35.54860717001843,129.1391818547077,컨벤션 웨딩홀,[],"43,000원~51,000원(할인 이벤트 기준, 정가 51,000원에서 할인 적용 사례).",43000,51000,"최소 보증인원 180명(돌잔치 룸 기준 25명~60명, 웨딩 홀 기준 180명 언급).",25,180,동시예식,,구체적인 정보 부족(홀 대관료 할인 혜택 언급되나 숫자 명시 없음).,,,052-291-5500,http://www.withusay.co.kr/,https://www.weddic.com/,weddic
77,문수컨벤션웨딩홀,울산 남구 무거동 산 45-2,,,35.5360163191135,129.258952251292,컨벤션 웨딩홀,[],"뷔페 51,000원(음주류 포함).",51000,51000,블루밍하우스 보증인원 200명(실제 수용 130~150명 내외 후기).,150,200,정보 준비중,,온라인에 홀별·타임별 대관료 구체적인 수치는 공개되어 있지 않아 구체적인 정보 부족.,,,052-277-6900,http://msconvention.co.kr/,https://www.weddic.com/,weddic
78,웨딩컨벤션 연암,울산 북구 연암동 1121-2,,,35.5843294707342,129.360398974728,컨벤션 웨딩홀,[],정보 준비중,,,보증인원 150명,150,150,정보 준비중,,,,,052-288-7766,https://yeon-am.co.kr,https://www.weddic.com/,weddic
79,타니베이호텔 웨딩홀,울산 동구 일산동 968-1,,,35.492722876159,129.430713649957,호텔 웨딩홀,[],"상설 뷔페 기준 평일 디너 59,000원, 주말 63,000원(뷔페 기준, 블로그 상담 후기).",70000,70000,"해루홀 보증인원 200명(좌석 140석 이상), 인스타 2026 패키지 프로모션 기준 최소 보증 50명부터 타임 운영.",50,200,1시간 30분,90,"웨딩 리뷰에 식대 5~7만 원, 대관료 500만~750만 원 범위 언급.",5,7,,https://tanibayhotel.co.kr/,https://www.weddic.com/,weddic
80,코엑스 그래머시,서울 강남구 영동대로 513,,,37.51175575107465,127.0590691828171,웨딩홀,[],"1인 69,000원~120,000원(양식·퓨전 코스, 코스 등급별 차등).",69000,120000,"최소 보증 300명, 안내상 보증 범위 250~1,000명, 최대 수용 1,000명.",300,300,정보 준비중,,"홀사용료 14,400,000원(그랜드볼룸 기준, 동시예식).",14400000,,02-6002-2005,https://blog.naver.com/ssgcoex,https://www.weddic.com/,weddic
81,그랜드워커힐서울 애스톤하우스,경기 구리시 아차산로 1,,,37.5599296185078,127.113284244788,야외 웨딩홀,[],정보 준비중,245000,,정보 준비중,,,정보 준비중,,,6000000,,02-1670-0005,,https://www.weddic.com/,weddic
82,팜파스13,울산 북구 진장동 1004-14,,,35.5571823385177,129.355257925837,야외 웨딩홀,[],"코스요리 74,000원",74000,74000,"보증인원 없음, 최대 300명 식사 가능.",300,300,3시간 단독사용,180,390만원(2024.2.25 이후 계약건 440만원 상승).,390,440,,https://www.instagram.com/pampas13_official/,https://www.weddic.com/,weddic
83,르엘컨벤션,울산 남구 삼산동 1480-1,,,35.53863658416576,129.3380558113253,컨벤션 웨딩홀,[],"블로그·플래너 후기 기준 뷔페 1인 55,000원부터 시작(상세 구간·프로모션 가격은 글에서 일부만 언급되어 있어 구체적인 구간 정보 부족).",55000,55000,홀별 보증인원·최대 수용 인원 수치는 공식 페이지에 직접적인 숫자 표기가 없어 구체적인 정보 부족(일반 설명만 존재).,340,340,정보 준비중,,"박람회·플래너 견적 후기에서 홀대관 금액 범위 일부 언급되지만, 르엘컨벤션 단독의 명시 금액은 공개되어 있지 않아 구체적인 정보 부족.",,,052-960-4330,https://le-elconvention.com,https://www.weddic.com/,weddic
84,W시티컨벤션 그랜드홀,울산 북구 진장동 705,,,35.561915885377,129.356439664977,컨벤션 웨딩홀,[],"아이웨딩 기준 뷔페 1인 47,000원(뷔페), 8mber 기준 56,000원(음주류 포함)으로 안내(프로모션·타임별 변동 가능).",47000,47000,"아이웨딩 기본 정보 최소 보증 인원 150명, 최대 수용 인원 500명(8mber 상품 정보엔 그랜드홀 보증 200명 표기).",150,500,30분,,"정확한 금액은 공개되지 않고, 상담서 비공개라 온라인에 구체적인 정보 부족.",,,052-977-8080,,https://www.weddic.com/,weddic
85,MH컨벤션웨딩홀,울산 남구 달동 1252-1,,,35.53792514897447,129.3319885026457,컨벤션 웨딩홀,[],"뷔페 기준 38,000원~39,000원(주류·음료 포함 가격 기준, 타임·홀별 변동 가능).",38000,39000,"최소 보증인원 150명(체리티홀·토파즈홀 기준 150명, 그랜드홀 160명), 최대 수용 900~1100명.",150,1100,정보 준비중,,"토일 기준 1,500,000원~1,700,000원(홀별·연출료 포함).",1500000,1700000,052-260-5555,http://ulsanmh.com,https://www.weddic.com/,weddic
86,비스타워커힐서울 비스타홀,서울 광진구 워커힐로 177,,,37.5549478643539,127.110583196592,호텔 웨딩홀,[],"1인 130,000원(양식·한식 코스 선택 가능, 13만 원대 이상 구간으로 안내).",130000,130000,"200~250명(지불 보증 인원 기준), 수용 인원은 300~700명.",250,700,동시예식,,"대관료·꽃장식 등 부대비용 약 18,000,000원(견적 공유 사례 기준, 시즌·요일·타임에 따라 변동).",18000000,,1670-0005,,https://www.weddic.com/,weddic
87,벨라루체웨딩홀 서울점,서울 동대문구 망우로 61,,,37.5898781486117,127.059973265679,채플 웨딩홀,[],"뷔페 1인 77,000원 정가(부가세·봉사료·연출료 포함 기준), 일부 후기 기준 6만 원대 후반~7만 원대 초반 구간 언급.",77000,77000,"최소 보증 200명, 최대 수용 550명(홀 전체 기준, 홀별 수용은 150석 기준 안내).",150,550,90분,90,"홀별 대관료 6,500,000원(벨라홀·루체홀·플로체홀 동일 정가로 표기).",6500000,,02-2242-6312,http://bellaluceseoul.co.kr,https://www.weddic.com/,weddic
88,L65호텔웨딩컨벤션,서울 동대문구 왕산로 200,,,37.5798905431439,127.046161517564,호텔 웨딩홀,[],"1인 109,000원(뷔페, 연출료·부가세·봉사료 포함 기준), 프로모션·시즌에 따라 10만 원대 초중반 견적 후기.",109000,109000,"최소 250명, 최대 500명 수용(비수기 일부 타임 200명 가능 후기).",200,500,1시간,60,"홀별 정가 8,800,000원(가든홀·컨벤션홀 동일 안내), 꽃장식 6,600,000원 별도(생화 기준).",8800000,8800000,02-2184-4500,http://www.l65hotelwedding.co.kr,https://www.weddic.com/,weddic
89,벨마르 하우스,울산 울주군 서생면 진하리 24-11,,,35.3712437492666,129.351818559257,야외 웨딩홀,[],"바비큐+뷔페, 1인 55,000원(음주류 포함, 케이터링이 아닌 자체 조리 방식).",55000,55000,"최소 50명부터, 최대 300명까지 수용 가능.",50,300,분리예식,,"단독 대관 파티웨딩·커스텀웨딩 형태로 운영되나, 정확한 대관료는 구체적인 정보 부족.",,,0502-5552-9156,https://belmar-housewedding.com/,https://www.weddic.com/,weddic
90,글로우웨딩 남구점,울산 남구 달동 1327-6,,,35.5421791279546,129.329608027423,웨딩홀,[],구체적인 정보 부족.,,,"최소 10명 보증인원 없음, 최대 70명 수용.",,70,3시간,180,구체적인 정보 부족.,,,052-273-5700,,https://www.weddic.com/,weddic
91,호텔현대바이라한 울산 웨딩홀,울산 동구 전하동 283,,,35.51961105553361,129.4303915172185,호텔 웨딩홀,[],"아이웨딩·중개 플랫폼 기준 1인 45,000원~48,000원선 뷔페(음주류 포함으로 안내되는 사례 존재).",45000,48000,"최소 보증 인원 150명, 최대 수용 인원 약 300~600명으로 안내(플랫폼·기사별 표기 차이 있음).",150,600,정보없음,90,예식 시간·조건에 따라 100만 원대 중반 수준 사례 언급(정확 금액·타임별 세부는 구체적인 정보 부족).,100,,052-250-6066,https://www.lahanhotels.com/ulsan/ko/wedding.do,https://www.weddic.com/,weddic
92,세종대왕기념관 웨딩홀,서울 동대문구 회기로 56,,,37.59078455451852,127.043513075864,전통 웨딩홀,[],"1인 48,000원~52,000원(뷔페, 음주류·부가세·봉사료 포함 안내), 일부 견적서 기준 55,000원·57,000원 라인도 존재.",48000,52000,"타임별 상이 – 12시·13시 타임 200명 이상, 11시·14시·15시·17시30분 타임 150명 이상(후기 기준).",150,200,야외 단독예식 후 연회장 이동,,"약 3,350,000원~4,000,000원(궁중의례원/세종대왕기념관 항목, 예식형태·홀에 따라 차이).",3350000,4000000,02-960-1700,http://www.sjwed.co.kr/,https://www.weddic.com/,weddic
93,디노체컨벤션웨딩홀,서울 성동구 왕십리광장로 17,,,37.56130579337699,127.038391408254,컨벤션 웨딩홀,[],"1인 70,000원 선(궁중 한정식 한상차림 + 세미 뷔페, 음주류 포함 금액 안내).",70000,70000,최소 200명~250명(요일·타임에 따라 변동).,200,250,예식 후 바로 연회장,,600만 원~700만 원 선(생화 플라워 장식 포함).,,,02-2200-1166,http://dinozze.co.kr,https://www.weddic.com/,weddic
94,H스퀘어웨딩홀,서울 성동구 마조로 22-2,,,37.5595550405354,127.041401086363,채플 웨딩홀,[],"1인 53,000원(프로모션 기준), 65,000원~73,000원대 언급.",53000,53000,"최소 200명(바로웨드), 150~220명 구간 안내하는 정보도 있음. 구체 계약 시 정확 수치 확인 필요.",200,220,동시예식 (단독홀),,"약 5,000,000원~7,000,000원 선, 프로모션 시 3,000,000원~5,000,000원까지 할인 사례 표기.",5000000,7000000,02-2299-9999,http://hsquare1939.com/,https://www.weddic.com/,weddic
95,레노스블랑쉬,서울 성동구 고산자로 202,,,37.55836977532324,127.0343947264518,웨딩홀,[],"45,000원.",40000,40000,최소 200명.,200,200,정보 준비중,,구체적인 수치 미공개.,,,02-2295-9925,http://www.lesnb.com/,https://www.weddic.com/,weddic
96,SW컨벤션센터,서울 종로구 지봉로 19,,,37.5715013280551,127.015145845118,컨벤션 웨딩홀,[],"60,000원~70,000원 (뷔페).",60000,70000,150~300명.,300,300,앞타임/뒷타임,70,"2,350,000원~6,000,000원.",2350000,6000000,02-3673-5000,http://www.swconvention.co.kr/,https://www.weddic.com/,weddic
97,웨드유웨딩,서울 성북구 종암로 13,,,37.5920287436967,127.035698753716,대학 웨딩홀,[],구체적인 정보 부족.,,,구체적인 정보 부족.,,,정보없음,120,구체적인 정보 부족.,,,02-925-2310,http://www.sjcatering.net,https://www.weddic.com/,weddic
98,포레스트원웨딩,서울 성북구 동소문로 47,,,37.5908101298858,127.010476883637,야외 웨딩홀,[],"58,000원~65,000원 (뷔페, 음주류·부가세·봉사료 포함).",58000,65000,"최소 150명, 최대 200명.",150,200,4층 웨딩홀 → 3층 연회장,,"5,500,000원~6,800,000원 (꽃장식 포함).",5500000,6800000,02-953-5757,https://blog.naver.com/forestonewedding,https://www.weddic.com/,weddic
99,한국기독교연합회관 연합웨딩홀,서울 종로구 김상옥로 30,,,37.5729835293343,127.001208974829,교회 웨딩홀,[],"39,000원~57,000원 (뷔페, 음주류·부가세·봉사료 포함).",39000,57000,"최소 100명, 최대 1000명 (홀별 170~300석).",100,1000,분리,,"3,500,000원 (꽃장식 포함).",3500000,,02-708-4040,http://www.yhwedding.co.kr/,https://www.weddic.com/,weddic
100,한림수협 대연회장,제주특별자치도 제주시 한림읍 한림리 1328-53,,,33.4147330768992,126.260137408448,웨딩홀,[],1인 뷔페형 가격이나 코스 금액에 대한 구체적인 수치 정보 부족.,,,"연회장 규모상 수십~수백 명 단위 행사 진행이 가능하지만, 최소 보증인원에 대한 구체적인 정보 부족.",,,정보 준비중,,대연회장 사용 대관료 및 시간당 이용료 등 구체적인 금액 정보 부족.,,,064-795-0372,,https://www.weddic.com/,weddic
101,너랑같이제주 본점,제주특별자치도 제주시 도두이동 223-1,,,33.4984723283968,126.486627155783,야외 웨딩홀,[],"한·중·양식 메뉴에서 선택해 7만 원 코스 또는 10만 원 코스 뷔페 제공, 따뜻한 음식 따뜻하게 서빙.",70000,100000,"최소 10명부터 소규모 스몰웨딩 가능, 사진 촬영 공간이 많아 하객 참여형 파티 적합.",,10,정보 준비중,,"스튜디오 대관 및 케이터링 패키지 상담 기반, 출장·협찬 가능하나 구체 금액 정보 부족.",,,,https://www.instagram.com/withyoucatering,https://www.weddic.com/,weddic
102,웨딩그룹위더스 광주,광주 서구 광천동 562-14,,,35.16719450177238,126.8835702111532,웨딩홀,[],"[정가] 23,600,000원~ (대관+식대 총액 기준, 웨딩북 방문예약 시 캐시백 100,000원).",61000,61000,"최소 250명 / 최대 1,800명, 대형 행사에 적합.",250,800,1시간,60,"[정가] 23,600,000원~ (대관+식대 총액 기준, 웨딩북 방문예약 시 캐시백 100,000원).",,,062-364-1234,http://www.withusgj.co.kr,https://www.weddic.com/,weddic
